"Manufacturernumber","Articlenumber","EAN","Technical details","Product category","Technical specifications","Picture normal reduced","Depth m","Width m","Length m","Weight kg","Delivery time days","Type of product","Price quantity","ETIM Features","ETIM","ECLASS Features","ECLASS","PROFICLASS Features","PROFICLASS","Product features"
"0 601 9H6 F00","06019H6F00","4059952610030","TitelAkku-Winkelschleifer BITURBO mit X-LOCK GWX 18V-15 P Professional|Neuheit bis01.12.2022|Verpackungsabmessungen (Breite)160mm|Verpackungsabmessungen (Länge)381mm|Verpackungsabmessungen (Höhe)154mm|Verpackungsabmessungen (Breite x Länge x Höhe)160 x 381 x 154mm|Akkuspannung18,0 V|Leerlaufdrehzahl, bis zu9.800min-1|Leerlaufdrehzahl9.800min-1|Gewicht exkl. Akku2,3kg|Scheiben-125mm|Bemessungs-Leerlaufdrehzahl11000min-1|Unterteilung der ProduktkategorienAkku-Winkelschleifer BITURBO mit X-LOCK","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-376210-117_jpg/detail.jpg/normal.jpg","0.154","0.16","0.381","2.26","","main_product",1,"","","","","","",""
"","P00M1-18V","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/planum_mach_1_-_18v/planum_mach_1_-_18v_.jpg/normal.jpg","0.22","0.3","0.4","5.6","","",1,"","","","","","",""
"","PK0001-12","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/ersatzkoffer_planum_mach_1_-_12v/ersatzkoffer_planum_mach_1_-_12v_.png/normal.png","0.22","0.3","0.4","2.0","","",1,"","","","","","",""
"","PK0001-18","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/ersatzkoffer_planum_mach_1_-_18v/ersatzkoffer_planum_mach_1_-_18v_.png/normal.png","0.22","0.3","0.4","2.0","","",1,"","","","","","",""
"","PAL001","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/abziehlatte_1_0m_inkl__1x_oktagon/abziehlatte_1_0m__inkl__1x_oktagon_.jpg/normal.jpg","0.17","0.12","1.0","1.7","","",1,"","","","","","",""
"71400361000","71400361000","4014586897264","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl0 - 980min⁻¹|Schlagzahl0 - 4 350min⁻¹|Schlagenergie2.6J|WerkzeugaufnahmeSDS-plus|Bohr- Beton26mm|Bohr- Mauerwerk68mm|Bohr- Stahl13mm|Bohr- Holz30mm|Gewicht ohne Akku3,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/367737_7_piso71400361_soft__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","6.2","","main_product",1,"","","","","","",""
"71400362000","71400362000","4014586900858","Akku-Spannung18V|Akku-Kapazität5Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl0 - 980min⁻¹|Schlagzahl0 - 4 350min⁻¹|Schlagenergie2.6J|WerkzeugaufnahmeSDS-plus|Bohr- Beton26mm|Bohr- Mauerwerk68mm|Bohr- Stahl13mm|Bohr- Holz30mm|Gewicht ohne Akku3,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/388898_7_pset71400362000__ofc_jpg/detail.jpg/normal.jpg","0.152","0.358","0.445","7.0","","main_product",1,"","","","","","",""
"71460161000","71460161000","4014586897271","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Maximale Druckkraft3500N|Kapazität Kartusche310, 400ml|Kapazität Folienbeutel300, 400, 600ml|Vorschubgeschwindigkeit7mm/sek|Breite255mm|Länge635mm|Höhe80mm|Gewicht ohne Akku2,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/367982_7_piso71460161_soft__ofc_jpg/detail.jpg/normal.jpg","0.09","0.35","0.725","3.7822","","main_product",1,"","","","","","",""
"71902260000","71902260000","4014586898636","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare","","","'https://www.nexmart.com/media/catalog/ampshare/fein/374494_7_pset71902260__ofc_jpg/detail.jpg/normal.jpg","0.094","0.338","0.712","5.9","","main_product",1,"","","","","","",""
"71902360000","71902360000","4014586898643","Akku-Spannung18V|Akku-Kapazität4Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare","","","'https://www.nexmart.com/media/catalog/ampshare/fein/374493_7_pset71902360__ofc_jpg/detail.jpg/normal.jpg","0.094","0.338","0.712","7.8","","main_product",1,"","","","","","",""
"71902460000","71902460000","4014586898681","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare","","","'https://www.nexmart.com/media/catalog/ampshare/fein/374492_7_pset71902460__ofc_jpg/detail.jpg/normal.jpg","0.094","0.338","0.712","5.6","","main_product",1,"","","","","","",""
"71902560000","71902560000","4014586898698","Akku-Spannung18V|Akku-Kapazität4Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare","","","'https://www.nexmart.com/media/catalog/ampshare/fein/374491_7_pset71902560__ofc_jpg/detail.jpg/normal.jpg","0.094","0.338","0.712","7.5","","main_product",1,"","","","","","",""
"71380262000","71380262000","4014586898209","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Leerlaufdrehzahl2 400 - 7 500min⁻¹|Fasenlänge max. bei 45°5mm|Fasenhöhe max. bei 45°3,5mm|Fasenwinkel45°|Radius1,2 / 2,5 mm|Fräskopfbestückung3x SX-Platte|Auflagenteller 98mm|Gewicht ohne Akku2,52kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/366350_7_piso71380262_soft__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","6.18","","main_product",1,"","","","","","",""
"71380561000","71380561000","4014586898247","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Leerlaufdrehzahl2 400 - 7 500min⁻¹|Fasenlänge max. bei 45°5mm|Fasenhöhe max. bei 45°3,5mm|Fasenwinkel45°|Radius1,2 / 2,5 mm|Fräskopfbestückung3x SX-Platte|Auflagenteller 98mm|Gewicht ohne Akku2,52kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/368858_7_pset71380561__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","3.875","","main_product",1,"","","","","","",""
"71380562000","71380562000","4014586898254","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Leerlaufdrehzahl2 400 - 7 500min⁻¹|Fasenlänge max. bei 45°5mm|Fasenhöhe max. bei 45°3,5mm|Fasenwinkel45°|Radius1,2 / 2,5 mm|Fräskopfbestückung3x SX-Platte|Auflagenteller 98mm|Gewicht ohne Akku2,52kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/368856_7_pset71380562__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","8.629","","main_product",1,"","","","","","",""
"71380563000","71380563000","4014586898261","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Leerlaufdrehzahl2 400 - 7 500min⁻¹|Fasenlänge max. bei 45°5mm|Fasenhöhe max. bei 45°3,5mm|Fasenwinkel45°|Radius1,2 / 2,5 mm|Fräskopfbestückung3x SX-Platte|Auflagenteller 98mm|Gewicht ohne Akku2,52kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/368857_7_pset71380563__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","9.635","","main_product",1,"","","","","","",""
"71220761000","71220761000","4014586897202","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl11 000min⁻¹|Schleifscheibe 125mm|Elast. Schleifteller 125mm|FlanscheM 14|Gewicht ohne Akku1,60kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/366929_7_piso71220761_soft__ofc_jpg/detail.jpg/normal.jpg","0.151","0.357","0.442","5.245","","main_product",1,"","","","","","",""
"71220961000","71220961000","4014586897226","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl3 400 - 9 800min⁻¹|Schleifscheibe 125mm|Elast. Schleifteller 125mm|FlanscheM 14|Gewicht ohne Akku2,30kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/366928_7_pset71220961_soft__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","6.409","","main_product",1,"","","","","","",""
"71221361000","71221361000","4014586901275","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl11 000min⁻¹|Schleifscheibe 125mm|Elast. Schleifteller 125mm|FlanscheM 14|Gewicht ohne Akku1,60kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/366929_7_piso71220761_soft__ofc_jpg/detail.jpg/normal.jpg","0.0","0.0","0.0","","","main_product",1,"","","","","","",""
"71221561000","71221561000","4068708004719","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl2 500 - 8 500min⁻¹|Schleifscheibe 115mm|Elast. Schleifteller 115mm|FlanscheM 14|Gewicht ohne Akku2,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/388149_7_piso71221561_soft___ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","5.794","","main_product",1,"","","","","","",""
"71221661000","71221661000","4068708005075","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl2 500 - 8 500min⁻¹|Schleifscheibe 125mm|Elast. Schleifteller 125mm|FlanscheM 14|Gewicht ohne Akku2,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/388149_7_piso71221561_soft___ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","5.814","","main_product",1,"","","","","","",""
"71221662000","71221662000","4014586901244","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl2 500 - 8 500min⁻¹|Schleifscheibe 125mm|Elast. Schleifteller 125mm|FlanscheM 14|Gewicht ohne Akku2,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/389014_7_pset71221662000__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","","","main_product",1,"","","","","","",""
"71221761000","71221761000","4068708005082","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl2 500 - 8 500min⁻¹|Schleifscheibe 115mm|Elast. Schleifteller 115mm|FlanscheM 14|Gewicht ohne Akku2,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/388151_7_piso71221761_soft___ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","5.834","","main_product",1,"","","","","","",""
"71221861000","71221861000","4068708005464","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl2 500 - 8 500min⁻¹|Schleifscheibe 125mm|Elast. Schleifteller 125mm|FlanscheM 14|Gewicht ohne Akku2,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/388155_7_pset71221761__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","5.854","","main_product",1,"","","","","","",""
"71221862000","71221862000","4014586901251","Akku-Spannung18V|Akku-Kapazität8Ah|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl2 500 - 8 500min⁻¹|Schleifscheibe 125mm|Elast. Schleifteller 125mm|FlanscheM 14|Gewicht ohne Akku2,20kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/389013_7_pset71221862000__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","","","main_product",1,"","","","","","",""
"71221961000","71221961000","4068708004764","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl2 500 - 8 500min⁻¹|Schleifscheibe 115mm|Elast. Schleifteller 115mm|FlanscheM 14|Gewicht ohne Akku2,40kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/365353_7_piso71220561_soft__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","6.046","","main_product",1,"","","","","","",""
"71221962000","71221962000","4068708005556","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl2 500 - 8 500min⁻¹|Schleifscheibe 115mm|Elast. Schleifteller 115mm|FlanscheM 14|Gewicht mit Akku3,30kg|Gewicht ohne Akku2,40kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/365358_7_piso71220561__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","8.949","","main_product",1,"","","","","","",""
"","PT00S1","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/taloschen_4-er_set_inkl__koffer/taloschen_4-er_set_inkl__koffer_.png/normal.png","0.22","0.3","0.4","3.8","","",1,"","","","","","",""
"","PT0015","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/talosche_einzeln_15cm/talosche_einzeln_15cm_.png/normal.png","0.07","0.15","0.16","0.49","","",1,"","","","","","",""
"","PT0018","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/talosche_einzeln_18cm/talosche_einzeln_18cm_.png/normal.png","0.07","0.18","0.16","0.51","","",1,"","","","","","",""
"","PT0020","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/talosche_einzeln_20cm/talosche_einzeln_20cm_.png/normal.png","0.07","0.2","0.16","0.55","","",1,"","","","","","",""
"","PT0025","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/talosche_einzeln_25cm/talosche_einzeln_25cm_.png/normal.png","0.07","0.25","0.16","0.57","","",1,"","","","","","",""
"71222061000","71222061000","4014586900698","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl2 500 - 8 500min⁻¹|Schleifscheibe 125mm|Elast. Schleifteller 125mm|FlanscheM 14|Gewicht ohne Akku2,40kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/365353_7_piso71220561_soft__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","","","main_product",1,"","","","","","",""
"71222062000","71222062000","4068708004795","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl2 500 - 8 500min⁻¹|Schleifscheibe 125mm|Elast. Schleifteller 125mm|FlanscheM 14|Gewicht mit Akku3,30kg|Gewicht ohne Akku2,40kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/367787_7_pset71220562__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","8.979","","main_product",1,"","","","","","",""
"71230461000","71230461000","4014586897158","Akku-Spannung18V|Akku-KompatibilitätLi-Ionen / ProCORE Li-Ionen|Akku-Schnittstelle18 V AMPShare|Motorbürstenlos|Leerlaufdrehzahl9 000 - 28 000min⁻¹|Schleifkörper max. 50mm|Spannzange max. 8mm|Fräser max. 12mm|Gewicht ohne Akku1,35kg","","","'https://www.nexmart.com/media/catalog/ampshare/fein/366358_7_piso71230461_soft__ofc_jpg/detail.jpg/normal.jpg","0.253","0.357","0.442","5.019","","main_product",1,"","","","","","",""
"","PT0060","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/talosche_60cm_x_30cm/talosche__60cm_x_30cm_.png/normal.png","0.08","0.3","0.6","2.6","","",1,"","","","","","",""
"0 601 4A3 000","06014A3000","4059952507811","TitelRadio GPB 18V-2 C Professional|Neuheit bis07.09.2022|Verpackungsabmessungen (Breite)200mm|Verpackungsabmessungen (Länge)385mm|Verpackungsabmessungen (Höhe)162mm|Verpackungsabmessungen (Breite x Länge x Höhe)200 x 385 x 162mm|Akkuspannung18,0 V|Radiofrequenzbereich FM, von87,5MHz|Radiofrequenzbereich FM, bis zu108MHz|Radiofrequenzbereich FM87,5 – 108MHz|Speicherplätze FM8|Eingangsspannung(en) Akku, von18V|Eingangsspannung(en) Akku18V|Speicherplätze8|Eingangsspannung(en) Netz, von100V|Eingangsspannung(en) Netz, bis zu240V|Eingangsspannung(en) Netz100 – 240V|Ausgangsspannung(en) Netz18V|Gewicht exkl. Akku2,5kg|Nennleistung Verstärker (bei Netzbetrieb)15W|Unterteilung der ProduktkategorienRadio","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-332745-117_jpg/detail.jpg/normal.jpg","0.162","0.2","0.385","2.57","","main_product",1,"","","","","","",""
"","PT0122","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/talosche_122cm_x_20cm/talosche__122cm_x_20cm_.png/normal.png","0.08","0.22","1.22","3.3","","",1,"","","","","","",""
"0 601 4A4 000","06014A4000","4059952559452","TitelRadio GPB 18V-5 C Professional|Neuheit bis07.09.2022|Verpackungsabmessungen (Breite)365mm|Verpackungsabmessungen (Länge)375mm|Verpackungsabmessungen (Höhe)360mm|Verpackungsabmessungen (Breite x Länge x Höhe)365 x 375 x 360mm|Akkuspannung18,0 V|Radiofrequenzbereich FM, von87,5MHz|Radiofrequenzbereich FM, bis zu108MHz|Radiofrequenzbereich FM87,5 – 108MHz|Speicherplätze FM4|Eingangsspannung(en) Akku, von18V|Eingangsspannung(en) Akku18V|Eingangsspannung(en) Netz, von100V|Eingangsspannung(en) Netz, bis zu240V|Eingangsspannung(en) Netz100 – 240V|Gewicht exkl. Akku8,8kg|Nennleistung Verstärker (bei Netzbetrieb)40W|Unterteilung der ProduktkategorienRadio","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-334407-117_jpg/detail.jpg/normal.jpg","0.36","0.365","0.375","9.53","","main_product",1,"","","","","","",""
"","PT0140","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/talosche_140cm_x_25cm/talosche__140cm_x_25cm_.png/normal.png","0.12","0.26","1.4","4.4","","",1,"","","","","","",""
"","PTX001","","","","","'https://www.nexmart.com/media/catalog/ampshare/planum_mach_1/oktagon_einzeln__schraubbar_/oktagon_einzeln__schraubbar__.png/normal.png","0.12","0.12","0.13","1.1","","",1,"","","","","","",""
"0 601 9J5 101","06019J5101","4059952523255","Schlagzahl, max.30.000bpm|Bohrfutterspannbereich, min.1,5mm|Bohrfutterspannbereich, max.13mm|Bohrfutterspannbereich, min./max.1,5 / 13mm|Bohr- Mauerwerk, max.20mm|TitelAkku-Schlagbohrschrauber GSB 18V-150 C Professional|Neuheit bis01.09.2021|Werkzeugabmessungen (Höhe)220mm|Verpackungsabmessungen (Breite)306mm|Verpackungsabmessungen (Länge)405mm|Verpackungsabmessungen (Höhe)99mm|Verpackungsabmessungen (Breite x Länge x Höhe)306 x 405 x 99mm|Bohr- Holz, max.150mm|Akkuspannung18,0 V|Drehmoment (weich)84Nm|Drehmoment (hart)100Nm|Drehmoment (max.)150Nm|Drehmoment (weich/hart/max.)84/100/150Nm|AkkutypLithium-Ionen|Leerlaufdrehzahl, 1. Gang, von0min-1|Leerlaufdrehzahl, 1. Gang, bis550min-1|Leerlaufdrehzahl, 2. Gang, von0min-1|Leerlaufdrehzahl, 2. Gang, bis2.200min-1|Leerlaufdrehzahl (1. Gang / 2. Gang)0 – 550 / 0 – 2.200min-1|Gewicht exkl. Akku2,2kg|Drehmomentstufen (Standard)25|Drehmomentstufen (zusätzlich)2|Drehmomentstufen25+2|Bohr- Stahl, max.16mm|Schrauben-, max.13mm|Unterteilung der ProduktkategorienAkku-Schlagbohrschrauber","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-348043-117_jpg/detail.jpg/normal.jpg","0.099","0.306","0.405","2.171","","main_product",1,"","","","","","",""
"0 601 4A4 100","06014A4100","4059952559506","TitelRadio GPB 18V-5 SC Professional|Neuheit bis07.09.2022|Verpackungsabmessungen (Breite)365mm|Verpackungsabmessungen (Länge)380mm|Verpackungsabmessungen (Höhe)363mm|Verpackungsabmessungen (Breite x Länge x Höhe)365 x 380 x 363mm|Akkuspannung18,0 V|Radiofrequenzbereich FM, von87,5MHz|Radiofrequenzbereich FM, bis zu108MHz|Radiofrequenzbereich FM87,5 – 108MHz|Radiofrequenzbereich DAB+, von174,928MHz|Radiofrequenzbereich DAB+, bis239,2MHz|Radiofrequenzbereich DAB+174,928 – 239,2MHz|Speicherplätze FM4|Speicherplätze DAB+4|Eingangsspannung(en) Akku, von18V|Eingangsspannung(en) Akku18V|Eingangsspannung(en) Netz, von100V|Eingangsspannung(en) Netz, bis zu240V|Eingangsspannung(en) Netz100 – 240V|Gewicht exkl. Akku8,8kg|Nennleistung Verstärker (bei Netzbetrieb)40W|Unterteilung der ProduktkategorienRadio","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-334410-117_jpg/detail.jpg/normal.jpg","0.363","0.365","0.38","9.46","","main_product",1,"","","","","","",""
"0 611 919 010","0611919000","4059952559414","TitelAkku-Bohrhammer mit SDS plus GBH 18V-28 DC Professional|Neuheit bis01.08.2022|Werkzeugabmessungen (Länge)437mm|Verpackungsabmessungen (Breite)245mm|Verpackungsabmessungen (Länge)475mm|Verpackungsabmessungen (Höhe)109mm|Verpackungsabmessungen (Breite x Länge x Höhe)245 x 475 x 109mm|Akkuspannung18,0 V|Schlagenergie (gemäß EPTA 05/2016)3,4J|Schlagzahl bei Nenndrehzahl, von0bpm|Schlagzahl bei Nenndrehzahl, bis zu4.250bpm|Schlagzahl bei Nenndrehzahl0 – 4.250bpm|Nenndrehzahl, von0min-1|Nenndrehzahl, bis zu950min-1|Nenndrehzahl0 – 950min-1|Gewicht exkl. Akku3kg|WerkzeugaufnahmeSDS plus|Bohr- Beton mit Hammerbohrern, von4mm|Bohr- Beton mit Hammerbohrern, bis28mm|Bohr- in Beton mit Hammerbohrern4 – 28mm|Rec. app. range in concr. with ham. dr. bits, from8mm|Rec. app. range in concr. with hammer dr. bits, to16mm|Optimaler Einsatzbereich Beton mit Hammerbohrern8 – 16mm|Max. Bohrdurchmesser in Metall13mm|Max. Bohr- Holz30mm|Unterteilung der ProduktkategorienAkku-Bohrhammer mit SDS plus","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-374460-117_jpg/detail.jpg/normal.jpg","0.109","0.245","0.475","2.997","","main_product",1,"","","","","","",""
"0 601 482 200","0601482200","4053423252606","TitelAkku-Holznagler GNH 18V-64 MD Professional|Neuheit bis01.08.2024|Verpackungsabmessungen (Breite)330mm|Verpackungsabmessungen (Länge)425mm|Verpackungsabmessungen (Höhe)110mm|Verpackungsabmessungen (Breite x Länge x Höhe)330 x 425 x 110mm|Akkuspannung18,0 V|Magazin Winkel34°|Nagel-, von1,8mm|Nagel-1,8mm|Nagellänge, von32mm|Nagellänge, bis zu64mm|Nagellänge32 – 64mm|Nagel-/KlammertypDA Stauchkopfnagel|AuslösesystemSerienauslösung + Kontaktauslösung mit automatischer Umkehrung|Gewicht exkl. Akku3,1kg|Magazinkapazität105Stck|Kompatible Nägel/KlammernBosch Nägel|Unterteilung der ProduktkategorienAkku-Holznagler","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-427472-117_jpg/detail.jpg/normal.jpg","0.11","0.33","0.425","3.1","","main_product",1,"","","","","","",""
"0 601 9J4 100","06019J4100","4059952634463","TitelAkku-Winkelschleifer GWS 18V-10 P Professional|Neuheit bis01.08.2023|Verpackungsabmessungen (Breite)134mm|Verpackungsabmessungen (Länge)387mm|Verpackungsabmessungen (Höhe)162mm|Verpackungsabmessungen (Breite x Länge x Höhe)134 x 387 x 162mm|Akkuspannung18,0 V|Leerlaufdrehzahl, bis zu9.000min-1|Leerlaufdrehzahl9.000min-1|SchleifspindelgewindeM14|Gewicht exkl. Akku1,9kg|Scheiben-125mm|Unterteilung der ProduktkategorienAkku-Winkelschleifer","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-391378-117_jpg/detail.jpg/normal.jpg","0.162","0.134","0.387","1.1","","main_product",1,"","","","","","",""
